player_id,signup_date,age,primary_product_type,synthetic_income_monthly,debt_to_income_ratio,synthetic_credit_score,risk_profile,data_year,account_tenure_days,credit_score_velocity_7d,liquid_savings_balance,liquid_savings_drawdown_rate,bank_decline_count_7d,total_bets_30d,active_days_30d,avg_bets_per_active_day,avg_session_duration_minutes,total_handle_30d,net_loss_30d,avg_bet_size,max_bet_size,live_bet_ratio,parlay_ratio,deposit_count_30d,deposit_amount_30d,avg_deposit_size,deposit_growth_rate_4w,failed_deposit_count_30d,withdrawal_count_30d,withdrawal_amount_30d,withdrawal_reversal_rate,rapid_redeposit_rate,session_velocity_index,mean_inter_session_gap_hours,inter_session_gap_trend,night_time_betting_ratio,weekend_betting_ratio,same_day_multiple_session_flag,post_loss_session_return_time_hours,chase_magnitude_index,loss_streak_length_max,volatility_of_daily_losses,bonus_offer_count_30d,bonus_redemption_rate,bonus_sensitivity_index,push_notification_density,gambling_ad_ctr,affiliate_referral_source,vip_status,limit_setting_flag,deposit_limit_breach_attempts,time_out_requests_count,responsible_gambling_message_count,regulatory_friction_score,friction_bypass_attempt_flag
100000,2018-03-07,60.0,casino,6925.921146498896,0.3490982200142812,545.0,1,2020,1030.0,-17.0,16343.531653374841,0.321298275398563,2.0,60.0,8.0,7.5,60.83512604642632,715.4481823144749,208.655526406325,11.728658726466803,51.97308164165233,0.43729289308681013,0.4698945129151562,16.0,423.1709536936437,24.89240904080257,0.12877536281642826,4.0,5.0,4600.294561676841,0.07043901502777002,0.1904833549666362,1.392191283100178,24.561118367541223,0.22167341036280303,0.3437537655476882,0.20441949247936264,0.0,9.434039319655685,0.5382993295172732,8.0,96.13358041965753,11.0,0.3118131248723917,0.41652613093888996,16.0,0.15718083904700758,influencer,0.0,1.0,3.0,0.0,6.0,0.41873801955545153,0.0
100001,2019-07-19,56.0,sportsbook,3550.7778969645515,1.2549611196098165,805.0,0,2020,531.0,-14.0,36721.564235915896,0.18092436215577204,0.0,26.0,7.0,3.7142857142857144,58.213762725406916,2723.377545262899,188.38280572462835,100.865835009737,436.1333495065175,0.3203992592186256,0.1568048047592249,3.0,182.0902964296734,45.52257410741835,0.19388661657253947,1.0,3.0,3164.789148039115,0.13710256882377758,0.16039894425435466,0.8140331305071891,47.55773606523563,0.11782190849820862,0.11483189391750998,0.4151669918496924,,45.9217480049274,0.4165923183604606,2.0,18.295483669105693,7.0,0.2552356593553026,0.44922310772593843,5.0,0.03565508804580014,vip,1.0,0.0,0.0,0.0,2.0,0.15839298659148568,0.0
100002,2019-04-23,47.0,sportsbook,3292.4815548251763,0.21874845110351998,790.0,1,2020,618.0,-3.0,32005.861555307092,0.13929415415013668,0.0,55.0,12.0,4.583333333333333,94.45702261924724,6202.244594433482,1117.9400115689964,110.75436775774075,653.1556274089608,0.8341845766218525,0.6761952133207207,6.0,978.5008792193894,139.7858398884842,0.6439048300172879,2.0,7.0,3460.918882596429,,0.24317790041974827,0.5298749642934287,14.42974971842853,0.6401221426210546,0.1689616753152995,0.3456738082384493,0.0,21.101578054240473,0.6691650467804375,6.0,77.46900392034132,6.0,0.8206814420917233,0.5025837858807349,17.0,0.06809276423671812,vip,0.0,0.0,2.0,1.0,6.0,0.22814223590606061,0.0
100003,2018-11-17,64.0,sportsbook,5919.411910029975,0.3400479778720661,715.0,0,2020,775.0,1.0,42142.859228059126,,0.0,113.0,6.0,18.833333333333332,17.078347455605698,423.9603715781225,14.036056161320483,3.718950627878267,9.676048034177548,0.20708002976518977,0.1260582066338044,4.0,111.39332195912687,22.278664391825373,0.4894546071004782,1.0,2.0,4489.689990151895,0.06689860918658,0.03897610362410471,0.1176997519097247,105.6871130795144,0.5233844784249679,0.052309110872310126,0.2221613230042936,0.0,88.63057518040068,0.1462946333654789,2.0,19.843965341223605,4.0,0.07667855323256037,0.25484052636569476,10.0,0.039347837368402416,vip,1.0,0.0,0.0,0.0,4.0,0.054929634024888756,
100004,2018-11-13,24.0,casino,6977.10648493063,0.8229210889833113,804.0,0,2020,779.0,-22.0,14419.904850366289,0.049576609428802716,0.0,,7.0,9.857142857142858,8.763839517341195,2021.8146819459303,212.45674729672623,28.88306688494186,59.28331054033125,0.16787128109751687,0.09630560567873021,5.0,145.97726155342028,,-0.12624199557914867,1.0,4.0,4219.272635263859,0.05422992239629778,0.10640951961008535,0.31961389402700524,26.91271709707478,0.6522598308406076,0.18548320209619354,0.45845335781948693,0.0,37.79543604423075,0.23497638226203718,3.0,49.714972239980945,4.0,0.3232955788902131,0.3685725464252124,14.0,0.031766796893563584,organic,0.0,0.0,0.0,,1.0,0.17831708032243274,
100005,2019-09-19,,sportsbook,5080.513004000925,0.3226968271174116,635.0,1,2020,,-2.0,23413.610604798963,0.29320709890001617,2.0,161.0,16.0,10.0625,32.94616900418306,3181.925701765915,694.2889408970713,19.641516677567378,107.32838129420647,0.23354943286127597,0.3594052486597666,8.0,591.4221290617866,65.71356989575406,0.4083760376879304,1.0,7.0,2259.069353959911,0.06087156451070037,0.09455955671104062,1.5674497573260187,50.93985689770521,0.6050086325606265,0.31297417775997055,0.5715041039943125,0.0,20.443212931681543,0.5098703110136483,10.0,41.68466436622815,5.0,0.4566463960650431,0.3550716646679336,13.0,0.12385707159938775,influencer,0.0,1.0,4.0,,7.0,0.1794354060236491,0.0
100006,2018-03-04,62.0,sportsbook,2427.2133298326057,0.24481002707668065,766.0,1,2020,1033.0,-22.0,36400.399546910245,0.10603673430496185,3.0,228.0,16.0,14.25,14.622087337134252,505.22630314063497,113.87654087116177,2.2062283979940394,9.289900977502668,0.35046318122384346,0.36644782058320596,10.0,744.0703124214602,67.6427556746782,0.5106549137842928,2.0,8.0,798.8602077031753,0.13695028382119284,0.23717396652336206,1.2886209456041473,31.82942097825212,0.4127177209542125,0.1823177778016856,0.49310229206535805,1.0,27.382074572135586,0.6512861179224316,5.0,52.106507835413325,8.0,0.22670097887215596,0.21637883506036837,22.0,0.016875614329924463,organic,,1.0,3.0,1.0,7.0,0.25647017929780885,0.0
100007,2019-05-25,44.0,sportsbook,2279.4832674213458,0.8449743625469434,394.0,0,2020,,-25.0,22637.770479117127,0.07129353221610789,0.0,35.0,,3.5,25.287966722326257,1752.5510288708267,111.84107539321049,48.68197302418963,176.87170855917685,,0.29781967253096564,1.0,56.47147380157088,28.23573690078544,0.4170245167077235,1.0,6.0,3361.56951326108,0.13169288905276685,0.17224373661674933,0.803449984387279,90.07645869893715,-0.7637282431293217,0.09202876343149458,0.23195648629974436,1.0,18.50477543730904,0.49332290620862274,6.0,14.878731313067055,8.0,0.2914531835826295,0.35096081182943417,,0.08809472674512936,vip,0.0,1.0,1.0,0.0,1.0,0.22786205464729867,0.0
100008,2018-05-28,56.0,casino,2145.7271956275176,0.5521399064949233,338.0,0,2020,948.0,5.0,24344.739059970005,0.1782040805583392,0.0,179.0,6.0,29.833333333333332,26.538925824708034,2856.670892846347,230.01917908170827,15.870393849146373,42.33248163815395,0.18638027675440969,0.3361304425349423,2.0,153.15781552356125,51.052605174520416,0.3011229891640585,1.0,3.0,3253.576154343385,0.14725126691834495,,0.3821826462570636,73.6098205498705,-0.6290418128088031,0.16533222504554637,0.222676283273944,0.0,23.2008586320408,0.725742766523727,3.0,38.046481616419115,6.0,0.3125331027116399,0.32303278982683753,10.0,0.04564841095367252,vip,0.0,1.0,0.0,0.0,1.0,0.01663328760040783,0.0
100009,2018-03-10,,casino,1464.7557741212381,0.9392389287607038,598.0,1,2020,1027.0,-26.0,39453.625980424695,0.2396178274638998,1.0,230.0,14.0,16.428571428571427,52.286267133331904,1422.5069811550306,360.83515342360624,6.158038879459007,34.02542040972205,0.6532089434024004,0.28512900903500105,7.0,476.60005076384806,59.57500634548101,0.26187238698391146,2.0,3.0,,,0.26254111404983266,1.3998042656274243,40.816819522616065,-0.39637689100387724,0.24138270914923146,0.3380128598422272,0.0,10.917058747807332,0.53466267945371,7.0,80.32407397386814,4.0,0.37150202992086717,0.41427032805372765,13.0,0.037334665858553384,vip,0.0,0.0,0.0,1.0,5.0,0.3221098277753297,0.0
100010,2019-01-20,31.0,sportsbook,5218.970718894175,,745.0,0,2020,711.0,-27.0,8069.895257170196,0.3227781700662495,1.0,,8.0,49.875,74.29475458594656,172.52266401604544,41.46549300356271,0.4313066600401136,2.227103155583169,0.7006212180830855,0.5861875514236364,16.0,854.2340558724428,50.2490621101437,0.701572428887407,4.0,8.0,4497.006729085794,0.25138527381644216,0.06074215836541159,0.5234859594505288,58.5536682452551,-0.5358658483198742,0.2608241730516611,0.2954191153712349,0.0,15.17181551922465,,5.0,157.4466281899956,10.0,0.23242048046292416,0.222923335314972,24.0,0.16417914184966048,vip,0.0,0.0,2.0,2.0,4.0,0.4730841681905369,0.0
100011,2019-12-14,59.0,sportsbook,7250.08784341605,0.22648969715260148,720.0,0,2020,383.0,-20.0,36752.08952577362,0.014968194832212912,0.0,50.0,10.0,5.0,21.350112552291485,,136.5062989212957,64.72803964012328,314.58473798433727,0.33483612138673857,0.23219079306712684,,264.6149433785718,37.8021347683674,0.26497030157010576,1.0,5.0,1676.196207413484,0.025311420440058876,0.15337225193385837,,45.24899235305628,0.770851206868362,0.22238027717735215,0.21102884536366054,0.0,34.490692699711666,0.8732952754968257,4.0,29.26263205580419,5.0,0.38781565450749156,0.4700345526134055,11.0,0.08640293717268104,organic,,0.0,0.0,0.0,0.0,0.027144948464660118,0.0
100012,2019-06-22,30.0,sportsbook,4973.168426150382,1.3701504897195957,590.0,0,2020,558.0,-11.0,43258.28571684013,0.04636806314168902,1.0,13.0,3.0,4.333333333333333,38.188680639006066,1239.096555307006,103.91996102318885,88.50689680764329,303.20299868722435,0.26679344387401627,0.09727167809144162,2.0,,,0.42660984160815646,1.0,5.0,2143.898737460147,0.09997091610888899,0.15684199830934348,0.5571416136424091,35.970793668641605,0.04839993795699482,0.0939052473602411,0.21602881315498568,1.0,46.05468314797084,0.40630177961654745,7.0,11.895797014201223,6.0,0.3268612748260666,0.36538443333364035,18.0,0.07756455596234987,organic,0.0,1.0,0.0,0.0,3.0,0.023356901159949893,0.0
100013,2019-07-10,34.0,casino,1000.0,1.353734951134378,586.0,0,2020,540.0,-24.0,11785.708248530784,,0.0,212.0,2.0,106.0,50.78673607060017,1227.3691846393438,98.04187941543283,5.762296641499266,28.406365162710745,0.10575551016296637,0.2573507875819697,2.0,102.74581889847995,34.24860629949332,0.3840617126464844,3.0,2.0,2568.9069777070436,,0.04387459531385922,0.843057442904324,72.79302701213199,0.7518725444267296,0.13840278729475677,0.3380585914170601,0.0,27.894274734198593,0.5869077177927674,2.0,39.96411629312952,6.0,0.29969727156401693,0.19277284543360645,13.0,0.050082398522200984,,0.0,0.0,0.0,0.0,3.0,0.1678995402426088,0.0
100014,2019-06-08,45.0,casino,4618.479079330902,1.2436313750038543,635.0,1,2020,572.0,-29.0,29720.316496260548,0.13528863465729377,1.0,186.0,15.0,12.4,30.68630506643381,3453.6534576458357,832.1434411816475,18.46873506762479,83.71076393498123,0.5017401698656719,,11.0,1250.4342250087989,104.20285208406658,0.19048373774451183,2.0,6.0,4560.0961820426,0.0405051576512723,0.03591589595098644,0.5889977485779109,19.58016259574692,-0.42567706165145097,0.17802672041580098,0.2534155199248532,0.0,21.442013388184186,1.2414974940085914,6.0,103.10863871907475,9.0,0.5207990202065368,0.30052676167394865,22.0,,vip,0.0,1.0,0.0,0.0,6.0,0.32348371519559943,0.0
100015,2019-07-28,61.0,sportsbook,4674.402006734786,0.9469288759591278,777.0,0,2020,522.0,-20.0,20910.57599237592,0.15577988237769952,1.0,44.0,14.0,,70.71450727596834,3050.071918045385,562.3939280676285,67.77937595656411,329.69693244259827,0.5569309502730043,0.22605644895418214,15.0,,96.2164250759726,0.7723294459245199,2.0,2.0,852.4493528157811,0.31740001459125977,0.24897474673386183,0.8466474734043186,25.600479366979794,0.6130166985912051,0.15000822847492976,0.2778665419330629,0.0,20.296877387383923,1.0747558938411634,6.0,106.49199110945128,4.0,0.35295645305239604,0.4776719173685555,24.0,0.059560496423410485,influencer,0.0,1.0,4.0,0.0,6.0,,0.0
100016,2019-01-10,37.0,sportsbook,9191.997500450878,0.9302199861983211,762.0,0,2020,721.0,-22.0,43380.08981035894,0.03800427884054464,0.0,111.0,2.0,55.5,8.005421187051637,636.1339226702228,25.418973885672838,5.679767166698418,22.84619503000594,0.2977083825274368,0.11572344259825591,2.0,101.42501166096147,33.80833722032049,0.11800749749535294,1.0,2.0,1843.4489714744861,0.0831891854303954,0.05768706599537941,0.45327366592374263,142.06780855303603,,0.0759872493908936,0.5478074757423705,0.0,44.500456602814836,0.10193175472674547,6.0,26.794497689602235,3.0,0.16156188872933325,0.010630480594949143,17.0,0.036918136413736584,vip,0.0,0.0,0.0,0.0,0.0,0.18297923456301768,0.0
100017,2018-04-04,43.0,casino,2085.7241741608873,0.9588189899047523,360.0,2,2020,1002.0,-33.0,27501.212554569465,0.46940243159388667,3.0,,21.0,,108.54649050121458,1157.8008557233934,450.3055050417306,2.705142186269611,14.795273024576415,0.8920667207035605,1.0,11.0,1570.3133325676226,130.8594443806352,1.0877867510026324,4.0,2.0,2506.702530847148,0.13295607804865486,0.28901293159456753,2.0676231861807133,30.77341526066304,-0.5089046821308326,0.6252843181545726,0.5974711650873106,0.0,12.458374597299606,0.698295111048571,12.0,39.74198458453946,10.0,0.8861253997395989,0.6286022870639545,,0.1314020716352925,influencer,1.0,0.0,3.0,1.0,8.0,0.11280213548250655,0.0
100018,2019-09-06,20.0,casino,4218.644794801608,1.0357433268267198,627.0,1,2020,482.0,-4.0,26557.09238517348,0.11042066776680295,7.0,704.0,12.0,58.666666666666664,,6181.126072374027,2199.285177117057,8.767554712587271,49.872837196790165,0.4029927606746186,0.9254320490988819,19.0,3608.4511378661923,,0.5309049970112679,6.0,5.0,4959.493632265142,0.02517492934148227,0.37683055636105983,0.7350023712001248,23.15239945867441,0.40225469756828447,0.17998554249687193,0.5218316925863922,0.0,7.047517634779129,0.7578014028305968,9.0,229.26061809490355,9.0,0.37024334782756907,0.894196314335352,28.0,,influencer,0.0,0.0,7.0,3.0,8.0,0.0879136428993811,0.0
100019,2018-11-25,24.0,sportsbook,8411.705361089129,0.024723300894235523,509.0,2,2020,767.0,-17.0,4738.398714633345,0.47420617727893943,8.0,963.0,11.0,87.54545454545455,39.83535522471306,5112.29145901717,2053.986399740016,5.30320690769416,24.765558334962186,0.5855867047312646,1.0,14.0,3464.5725827022175,,0.955322632069451,4.0,3.0,2198.755235620301,0.5276550753975418,0.17279057346056725,2.54736993742705,17.11502600702192,-0.5007477802238521,0.35776060894433087,0.2931067390824028,,4.316681688072508,1.9755865667153039,8.0,187.77292758190256,6.0,0.9574701272281768,0.7695993425277641,29.0,0.035353907766366675,vip,1.0,0.0,1.0,1.0,10.0,0.010505780123442396,0.0
100020,2019-01-01,20.0,sportsbook,5899.956682693096,1.4371388687409745,739.0,2,2020,730.0,-30.0,39058.48745667384,0.1904912880533333,4.0,185.0,11.0,16.818181818181817,29.837517399775674,2292.5281168416063,156.94115563669493,12.325419983019389,38.049670599496864,0.18332725239104297,0.21340951472780706,3.0,234.68350522409116,58.67087630602279,0.013424120527030375,0.0,7.0,1992.6890609148634,0.1881536297427617,0.021727242483625998,0.30763979599391483,58.43504712202087,0.4653838592801103,0.17511740210169338,0.27033674590230383,1.0,21.93614479146142,0.6373876778549107,,89.33096883674999,9.0,0.14878854327974947,0.4924652400818588,15.0,0.09278509794847671,influencer,0.0,1.0,0.0,1.0,4.0,0.27577039592147484,0.0
100021,2018-09-28,21.0,casino,,,578.0,0,2020,825.0,-26.0,46468.740874362324,0.14899432894900505,0.0,69.0,3.0,23.0,66.5106618076101,3202.836589793777,155.96378423590357,45.754808425625384,187.86831618708746,0.5866671277322926,,3.0,281.7325159450733,70.43312898626833,-0.16863628765845798,1.0,,4675.134053068326,0.022367740819726298,0.23637270781656322,1.3866360209995563,21.66464097599884,-0.27824665620288247,0.16066070607843713,0.43139026701601424,,38.00225705034213,0.24187451324088194,2.0,56.42055754501955,3.0,0.43727018664793993,0.19800708640266723,13.0,0.03654558147712014,,1.0,0.0,0.0,0.0,0.0,0.03337602874343553,0.0
100022,2018-05-14,63.0,casino,5229.168874047757,1.1721987591036325,845.0,1,2020,962.0,-3.0,26368.543864153515,0.09316848796911952,1.0,297.0,8.0,37.125,27.982712235873436,199.1370664580809,50.845930534037784,0.6682451894566473,2.0828981232916486,0.5489682307253813,0.44821532851661644,8.0,522.2923954781477,58.032488386460855,0.7958282976463342,6.0,,3307.4743064658874,0.06772221980354787,0.18405913284730185,0.8178409491394976,30.60214219962173,0.4584203432788118,0.2835037899258163,0.5135649081479704,,35.20911024673376,0.5452690876806403,10.0,111.57939073135088,5.0,0.1788191551396221,0.24356297835685603,18.0,0.06921434949632348,influencer,0.0,1.0,5.0,1.0,5.0,0.23809936653910804,0.0
100023,2019-11-08,61.0,casino,5659.887077314529,0.5659227585920448,537.0,2,2020,419.0,-30.0,19223.653632919235,,4.0,171.0,19.0,9.0,116.11492823251896,6522.991119059925,2421.3864681041787,37.92436697127864,231.385640464526,1.0,0.4916262361655981,,1119.25205969289,,0.6124747243059105,2.0,3.0,817.871307927131,0.3232927425630731,0.328203045112735,1.6081625309248997,26.386696005855224,-0.13717256686039037,0.5179915767785976,0.46297720014720534,0.0,13.825708203431995,,11.0,202.8749764315162,13.0,0.8347430599037615,0.8825551830678079,20.0,0.1743966702357064,vip,0.0,1.0,4.0,0.0,10.0,0.701774359630278,0.0
